File Number,Date of Report,Crime Date Time,Crime,Reporting Area,Neighborhood,Location,reporting_area_group
2016-08464,2016-11-20 09:25:00,2016-11-20 09:25:00,Larceny from Person,708,Riverside,"1400 Massachusetts Ave, Cambridge, MA",7
2013-03034,2013-05-02 00:33:00,2013-05-02 00:33:00,Simple Assault,701,Riverside,"700 MASSACHUSETTS AVE, Cambridge, MA",7
2013-08311,2013-10-19 18:05:00,2013-10-19 18:04:00,Warrant Arrest,901,Peabody,"GARDEN ST & WATERHOUSE ST, Cambridge, MA",9
2017-02341,2017-04-14 02:25:00,2017-04-14 02:24:00,OUI,611,Mid-Cambridge,"BROADWAY & QUINCY ST, Cambridge, MA",6
2013-04072,2013-06-06 12:37:00,2013-06-06 12:37:00,Weapon Violations,105,East Cambridge,"200 BENT ST, Cambridge, MA",1
2023-09917,2023-10-29 17:51:00,2023-10-29 17:51:00,Hit and Run,902,Peabody,"CHAUNCY ST & MASSACHUSETTS AVE, Cambridge, MA",9
2017-08643,2017-12-06 06:16:00,2017-12-06 06:15:00,Missing Person,301,Inman/Harrington,"100 WILLOW ST, Cambridge, MA",3
2017-03971,2017-06-13 17:16:00,2017-06-13 17:16:00,Hit and Run,1009,West Cambridge,"400 WALDEN ST, Cambridge, MA",10
2018-00067,2018-01-05 10:03:00,2018-01-02 12:00:00,Forgery,510,Cambridgeport,"800 MEMORIAL DR, Cambridge, MA",5
2018-01795,2018-03-24 09:32:00,2018-03-24 09:31:00,Shoplifting,501,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",5
2023-02760,2023-04-05 02:06:00,2023-04-05 02:06:00,Threats,204,MIT,"200 VASSAR ST, Cambridge, MA",2
2018-03962,2018-06-14 21:26:00,2018-06-14 21:26:00,Flim Flam,1112,North Cambridge,"200 Elm St, Cambridge, MA",11
2014-04501,2014-06-27 09:31:00,2014-06-27 09:31:00,Taxi Violation,602,Mid-Cambridge,"800 MASSACHUSETTS AVE, Cambridge, MA",6
2016-06123,2016-08-22 11:09:00,2016-08-22 11:09:00,Hit and Run,107,East Cambridge,"200 CAMBRIDGE ST, Cambridge, MA",1
2019-08295,2019-11-12 12:20:00,2019-11-12 12:20:00,Accident,107,East Cambridge,"CAMBRIDGE ST & THIRD ST, Cambridge, MA",1
2014-04426,2014-06-24 08:25:00,2014-06-24 08:25:00,Admin Error,1008,West Cambridge,"0 TRAILL ST, Cambridge, MA",10
2020-00986,2020-02-10 11:38:00,2020-02-10 11:37:00,Warrant Arrest,105,East Cambridge,"200 Bent St, Cambridge, MA",1
2023-00570,2023-01-22 18:29:00,2023-01-22 18:28:00,Aggravated Assault,701,Riverside,"0 CENTRAL SQ, Cambridge, MA",7
2019-04474,2019-06-29 14:03:00,2019-06-29 14:00:00,Threats,610,Mid-Cambridge,"300 BROADWAY, Cambridge, MA",6
2023-08918,2023-10-01 01:40:00,2023-10-01 01:40:00,Mal. Dest. Property,501,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",5
2013-06817,2013-09-01 21:19:00,2013-09-01 21:19:00,Arson,1012,West Cambridge,"200 VASSAL LN, Cambridge, MA",10
2015-06103,2015-08-14 19:12:00,2015-08-14 19:11:00,Shoplifting,102,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",1
2013-08023,2013-10-10 15:22:00,2013-10-10 15:22:00,Mal. Dest. Property,708,Riverside,"0 JFK ST, Cambridge, MA",7
2020-07336,2020-10-24 12:51:00,2020-10-24 12:50:00,Forgery,1004,West Cambridge,"0 BERKELEY ST, Cambridge, MA",10
2009-00648,2009-01-25 20:54:00,2009-01-25 20:54:00,Peeping & Spying,1111,North Cambridge,"0 BROOKFORD ST, Cambridge, MA",11
2024-03954,2024-05-13 23:09:00,2024-05-13 23:09:00,Larceny from Residence,908,Peabody,"200 CONCORD AVE, Cambridge, MA",9
2013-04378,2013-06-18 08:20:00,2013-06-18 08:19:00,Mal. Dest. Property,706,Riverside,"100 PUTNAM AVE, Cambridge, MA",7
2018-07017,2018-10-03 14:26:00,2018-10-03 10:30:00,Flim Flam,102,East Cambridge,"100 Cambridge Pky, Cambridge, MA",1
2012-07021,2012-09-06 20:56:00,2012-09-06 20:56:00,Warrant Arrest,107,East Cambridge,"0 THORNDIKE ST, Cambridge, MA",1
2016-08057,2016-11-04 15:35:00,2016-11-04 15:35:00,Larceny of Bicycle,504,Cambridgeport,"300 MASSACHUSETTS AVE, Cambridge, MA",5
2014-03928,2014-06-07 10:12:00,2014-06-07 10:12:00,Mal. Dest. Property,1109,North Cambridge,"0 JACKSON PL, Cambridge, MA",11
2019-07945,2019-10-29 16:05:00,2019-10-29 16:04:00,Disorderly,501,Cambridgeport,"MASSACHUSETTS AVE & WESTERN AVE, Cambridge, MA",5
2016-06152,2016-08-23 01:50:00,2016-08-23 01:49:00,Aggravated Assault,1002,West Cambridge,"0 BENNETT ST, Cambridge, MA",10
2015-02673,2015-04-17 16:34:00,2015-04-17 16:33:00,Shoplifting,1301,Strawberry Hill,"700 Mount Auburn St, Cambridge, MA",13
2022-00224,2022-01-11 16:30:00,2022-01-11 16:30:00,Admin Error,604,Mid-Cambridge,"400 BROADWAY, Cambridge, MA",6
2015-03387,2015-05-14 18:06:00,2015-05-14 18:06:00,Suspicious Package,405,Area 4,"100 WINDSOR ST, Cambridge, MA",4
2009-03483,2009-05-15 17:39:00,2009-05-15 17:09:00,Indecent Exposure,1108,North Cambridge,,11
2020-01014,2020-02-11 03:11:00,2020-02-11 03:11:00,Housebreak,902,Peabody,,9
2020-01062,2020-02-12 18:20:00,2020-02-12 18:20:00,Warrant Arrest,409,Area 4,"100 PROSPECT ST, Cambridge, MA",4
2011-07875,2011-10-07 15:21:00,2011-10-07 15:20:00,Shoplifting,102,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",1
2010-02603,2010-04-17 10:20:00,2010-04-17 10:20:00,Trespassing,501,Cambridgeport,"500 MASSACHUSETTS AVE, Cambridge, MA",5
2015-08790,2015-11-22 02:36:00,2015-11-22 02:36:00,Disorderly,501,Cambridgeport,"500 MASSACHUSETTS AVE, Cambridge, MA",5
2013-02277,2013-04-03 10:05:00,2013-04-03 10:05:00,Accident,1109,North Cambridge,"100 Jackson Cir, Cambridge, MA",11
2011-00955,2011-02-09 12:48:00,2011-02-09 12:00:00,Harassment,105,East Cambridge,"300 HURLEY ST, Cambridge, MA",1
2020-08187,2020-11-18 14:34:00,2020-11-18 11:00:00,Hit and Run,508,Cambridgeport,"200 PEARL ST, Cambridge, MA",5
2015-04342,2015-06-18 15:34:00,2015-06-18 15:34:00,Simple Assault,501,Cambridgeport,"600 Massachusetts Ave, Cambridge, MA",5
2017-00164,2017-01-09 12:17:00,2017-01-02 17:28:00,Hit and Run,910,Peabody,"100 SHERMAN ST, Cambridge, MA",9
2017-07288,2017-10-13 01:32:00,2017-10-13 01:32:00,Admin Error,409,Area 4,"200 HARVARD ST, Cambridge, MA",4
2020-08154,2020-11-17 15:51:00,2020-11-17 15:50:00,Forgery,507,Cambridgeport,"100 MAGAZINE ST, Cambridge, MA",5
2016-09432,2016-12-31 14:08:00,2016-12-31 14:07:00,Flim Flam,403,Area 4,"100 HARVARD ST, Cambridge, MA",4
2018-02723,2018-05-01 08:21:00,2018-05-01 08:20:00,Drinking in Public,501,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",5
2022-04156,2022-06-13 12:15:00,2022-06-11 20:00:00,Street Robbery,501,Cambridgeport,"Pearl St & Franklin St, Cambridge, MA",5
2009-07813,2009-10-19 21:23:00,2009-10-19 21:23:00,Peeping & Spying,702,Riverside,"900 Massachusetts Ave, Cambridge, MA",7
2019-07246,2019-10-03 05:00:00,2019-10-03 05:00:00,Drugs,702,Riverside,"500 FRANKLIN ST, Cambridge, MA",7
2016-03665,2016-05-27 20:38:00,2016-05-27 09:30:00,Aggravated Assault,105,East Cambridge,"100 SPRING ST, Cambridge, MA",1
2010-01122,2010-02-17 12:50:00,2010-02-17 12:50:00,Larceny from MV,305,Inman/Harrington,"1300 CAMBRIDGE ST, Cambridge, MA",3
2016-00844,2016-02-07 08:30:00,2016-02-06 16:02:00,Hit and Run,1012,West Cambridge,"100 CHILTON ST, Cambridge, MA",10
2023-10253,2023-11-08 17:02:00,2023-11-08 17:01:00,Admin Error,106,East Cambridge,"0 LAMBERT ST, Cambridge, MA",1
2012-06047,2012-08-06 13:45:00,2012-08-06 13:45:00,Mal. Dest. Property,502,Cambridgeport,"100 BROOKLINE ST, Cambridge, MA",5
2010-09293,2010-11-29 19:02:00,2010-11-29 19:00:00,Street Robbery,501,Cambridgeport,"MASSACHUSETTS AVE & WESTERN AVE, Cambridge, MA",5
2021-06249,2021-08-29 20:09:00,2021-08-29 20:08:00,Auto Theft,502,Cambridgeport,"ALBANY ST & MASSACHUSETTS AVE, Cambridge, MA",5
2015-09118,2015-12-05 05:02:00,2015-12-05 05:02:00,Mal. Dest. Property,704,Riverside,,7
2014-00649,2014-01-29 05:52:00,2014-01-29 05:52:00,Missing Person,1007,West Cambridge,"0 ASH STREET PL, Cambridge, MA",10
2018-01038,2018-02-18 05:20:00,2018-02-18 05:19:00,Missing Person,1303,Strawberry Hill,"0 SULLIVAN RD, Cambridge, MA",13
2011-02747,2011-04-20 12:57:00,2011-04-20 12:56:00,Street Robbery,107,East Cambridge,,1
2023-05372,2023-06-17 10:03:00,2023-06-17 10:03:00,Rec. Stol. Property,1202,Highlands,"800 CONCORD AVE, Cambridge, MA",12
2015-08268,2015-11-02 12:30:00,2015-11-02 12:29:00,Phone Calls,902,Peabody,"0 GARDEN ST, Cambridge, MA",9
2011-06077,2011-08-09 09:09:00,2011-08-09 09:00:00,Warrant Arrest,106,East Cambridge,"100 Sixth St, Cambridge, MA",1
2020-08989,2020-12-14 23:23:00,2020-12-14 23:23:00,Warrant Arrest,601,Mid-Cambridge,"MASSACHUSETTS AVE & PROSPECT ST, Cambridge, MA",6
2024-01177,2024-02-12 15:45:00,2024-02-12 15:45:00,Simple Assault,1201,Highlands,"700 CONCORD AVE, Cambridge, MA",12
2022-10154,2022-12-21 13:53:00,2022-12-21 13:53:00,Threats,302,Inman/Harrington,"1200 CAMBRIDGE ST, Cambridge, MA",3
2020-03675,2020-06-13 20:58:00,2020-06-13 20:57:00,Mal. Dest. Property,1301,Strawberry Hill,"600 HURON AVE, Cambridge, MA",13
2011-00346,2011-01-15 17:17:00,2011-01-15 17:17:00,OUI,1111,North Cambridge,"SEAGRAVE RD & WHITTEMORE AVE, Cambridge, MA",11
2010-09258,2010-11-28 01:59:00,2010-11-28 01:59:00,Simple Assault,1002,West Cambridge,"100 JFK ST, Cambridge, MA",10
2019-00078,2019-01-03 21:43:00,2019-01-03 21:43:00,Simple Assault,301,Inman/Harrington,"900 Cambridge St, Cambridge, MA",3
2022-07105,2022-09-15 07:05:00,2022-09-13 05:00:00,Missing Person,305,Inman/Harrington,"0 CARLISLE ST, Cambridge, MA",3
2013-06646,2013-08-27 14:33:00,2013-08-27 14:32:00,Warrant Arrest,108,East Cambridge,"100 Sixth St, Cambridge, MA",1
2021-02993,2021-05-05 18:42:00,2021-05-05 18:42:00,Flim Flam,409,Area 4,"0 ELM ST, Cambridge, MA",4
2020-07598,2020-11-02 12:50:00,2020-11-02 12:50:00,Shoplifting,510,Cambridgeport,"300 RIVER ST, Cambridge, MA",5
2015-06169,2015-08-17 12:59:00,2015-08-17 12:58:00,Aggravated Assault,708,Riverside,,7
2017-06562,2017-09-15 14:09:00,2017-09-15 14:08:00,Indecent Exposure,1002,West Cambridge,"1400 Massachusetts Ave, Cambridge, MA",10
2012-04795,2012-06-27 20:59:00,2012-06-27 20:58:00,Hit and Run,302,Inman/Harrington,"CAMBRIDGE ST & SPRINGFIELD ST, Cambridge, MA",3
2009-08337,2009-11-08 12:28:00,2009-11-08 12:28:00,Larceny from Person,411,Area 4,"ESSEX ST & Massachusetts Ave, Cambridge, MA",4
2019-07701,2019-10-19 19:33:00,2019-10-19 19:33:00,Mal. Dest. Property,101,East Cambridge,"0 EARHART ST, Cambridge, MA",1
2015-01352,2015-02-25 18:54:00,2015-02-25 18:54:00,Larceny from Building,606,Mid-Cambridge,"400 BROADWAY, Cambridge, MA",6
2014-07546,2014-10-06 00:33:00,2014-10-06 00:32:00,OUI,1113,North Cambridge,"MASSACHUSETTS AVE & WALDEN ST, Cambridge, MA",11
2023-00134,2023-01-06 18:03:00,2022-12-31 07:22:00,Larceny from MV,1203,Highlands,"0 BLANCHARD RD, Cambridge, MA",12
2022-01516,2022-03-06 16:02:00,2022-03-06 16:02:00,Accident,602,Mid-Cambridge,"ELLERY ST & MASSACHUSETTS AVE, Cambridge, MA",6
2014-03398,2014-05-20 17:13:00,2014-05-20 17:13:00,Phone Calls,1109,North Cambridge,"0 JACKSON PL, Cambridge, MA",11
2013-07606,2013-09-27 18:27:00,2013-09-27 18:26:00,Admin Error,403,Area 4,"MAIN ST & PORTLAND ST, Cambridge, MA",4
2014-08655,2014-11-13 07:12:00,2014-11-13 07:11:00,Warrant Arrest,508,Cambridgeport,"0 WHITNEY AVE, Cambridge, MA",5
2011-08135,2011-10-16 02:43:00,2011-10-16 02:35:00,Commercial Robbery,1002,West Cambridge,"0 BRATTLE ST, Cambridge, MA",10
2012-02822,2012-04-19 17:07:00,2012-04-19 17:07:00,Mal. Dest. Property,201,MIT,,2
2012-07259,2012-09-14 15:41:00,2012-09-14 15:40:00,Counterfeiting,601,Mid-Cambridge,"700 MASSACHUSETTS AVE, Cambridge, MA",6
2023-04365,2023-05-19 21:02:00,2023-05-19 21:01:00,Hit and Run,409,Area 4,"200 HARVARD ST, Cambridge, MA",4
2021-05276,2021-07-26 14:08:00,2021-07-26 14:07:00,Forgery,108,East Cambridge,"100 SIXTH ST, Cambridge, MA",1
2014-00763,2014-02-02 11:48:00,2014-02-02 11:48:00,Commercial Robbery,708,Riverside,"0 DUNSTER ST, Cambridge, MA",7
2022-05847,2022-08-05 07:57:00,2022-07-26 07:10:00,Larceny from Residence,403,Area 4,"0 DICKINSON ST, Cambridge, MA",4
2012-06239,2012-08-13 05:10:00,2012-08-13 05:10:00,Simple Assault,404,Area 4,"200 BROADWAY, Cambridge, MA",4
2016-04192,2016-06-14 18:50:00,2016-06-14 18:50:00,Warrant Arrest,501,Cambridgeport,"GREEN ST & MAGAZINE ST, Cambridge, MA",5
2015-07536,2015-10-06 07:47:00,2015-10-06 07:46:00,Suspicious Package,102,East Cambridge,"0 Canal Park, Cambridge, MA",1
2016-08510,2016-11-22 09:58:00,2016-11-22 09:57:00,Commercial Robbery,107,East Cambridge,"0 First St, Cambridge, MA",1
2022-05467,2022-07-24 22:58:00,2022-07-24 22:57:00,Simple Assault,501,Cambridgeport,"BROOKLINE ST & MASSACHUSETTS AVE, Cambridge, MA",5
2014-04086,2014-06-12 13:49:00,2014-06-12 13:49:00,Warrant Arrest,901,Peabody,"GARDEN ST & WATERHOUSE ST, Cambridge, MA",9
2021-04161,2021-06-15 09:15:00,2021-06-15 09:14:00,Warrant Arrest,405,Area 4,,4
2011-09955,2011-12-17 15:17:00,2011-12-17 15:16:00,Admin Error,601,Mid-Cambridge,"400 Massachusetts Ave, Cambridge, MA",6
2019-05385,2019-07-30 18:57:00,2019-07-30 18:30:00,Flim Flam,1113,North Cambridge,"0 WALDEN ST, Cambridge, MA",11
2014-07133,2014-09-22 23:34:00,2014-09-22 21:00:00,Larceny from Building,708,Riverside,"1400 MASSACHUSETTS AVE, Cambridge, MA",7
2018-03869,2018-06-10 23:02:00,2018-06-10 09:30:00,Larceny of Plate,301,Inman/Harrington,"0 ROOSEVELT TOWERS, Cambridge, MA",3
2021-06190,2021-08-27 09:38:00,2021-08-27 09:37:00,Simple Assault,508,Cambridgeport,"200 CHESTNUT ST, Cambridge, MA",5
2010-01223,2010-02-21 18:48:00,2010-02-21 18:48:00,Drinking in Public,411,Area 4,"600 Massachusetts Ave, Cambridge, MA",4
2019-03665,2019-05-31 16:19:00,2019-05-31 16:18:00,Simple Assault,1109,North Cambridge,"400 RINDGE AVE, Cambridge, MA",11
2022-06561,2022-08-28 19:02:00,2022-08-28 19:01:00,Hit and Run,504,Cambridgeport,"0 MAGAZINE ST, Cambridge, MA",5
2023-05685,2023-06-26 16:41:00,2023-06-26 16:40:00,Accident,603,Mid-Cambridge,"400 BROADWAY, Cambridge, MA",6
2023-11557,2023-12-18 17:11:00,2023-12-18 17:06:00,Accident,504,Cambridgeport,"GREEN ST & SIDNEY ST, Cambridge, MA",5
2019-00355,2019-01-16 20:01:00,2019-01-16 20:00:00,Shoplifting,411,Area 4,"600 MASSACHUSETTS AVE, Cambridge, MA",4
2020-01460,2020-02-28 16:01:00,2020-02-28 16:01:00,Mal. Dest. Property,405,Area 4,"200 CHERRY ST, Cambridge, MA",4
2024-04027,2024-05-16 08:37:00,2024-05-16 08:37:00,Larceny from Building,101,East Cambridge,"500 WATER ST, Cambridge, MA",1
2021-02667,2021-04-23 11:54:00,2021-04-20 20:45:00,Larceny of Bicycle,704,Riverside,"800 MEMORIAL DR, Cambridge, MA",7
2020-07083,2020-10-17 18:05:00,2020-10-17 18:05:00,Admin Error,601,Mid-Cambridge,"MASSACHUSETTS AVE & PROSPECT ST, Cambridge, MA",6
2015-09442,2015-12-17 06:01:00,2015-12-17 06:01:00,Weapon Violations,1109,North Cambridge,"1000 JACKSON PL, Cambridge, MA",11
2013-08574,2013-10-28 13:41:00,2013-10-28 13:40:00,Shoplifting,1101,North Cambridge,"0 WHITE ST, Cambridge, MA",11
2021-00014,2021-01-01 19:35:00,2021-01-01 19:35:00,Aggravated Assault,1014,West Cambridge,"0 GURNEY ST, Cambridge, MA",10
2021-05366,2021-07-29 13:55:00,2021-07-29 13:55:00,Accident,705,Riverside,"GREEN ST & PLEASANT ST, Cambridge, MA",7
2013-09143,2013-11-18 10:18:00,2013-11-18 10:17:00,Accident,802,Agassiz,"0 OXFORD ST, Cambridge, MA",8
2020-06228,2020-09-17 14:41:00,2020-09-17 10:09:00,Forgery,707,Riverside,"700 GREEN ST, Cambridge, MA",7
2024-02015,2024-03-11 16:00:00,2024-03-11 15:59:00,Shoplifting,510,Cambridgeport,"300 RIVER ST, Cambridge, MA",5
2018-05923,2018-08-23 16:34:00,2018-08-23 16:34:00,Shoplifting,102,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",1
2019-00926,2019-02-11 07:31:00,2019-02-11 07:30:00,Missing Person,510,Cambridgeport,"800 MEMORIAL DR, Cambridge, MA",5
2012-10157,2012-12-31 16:08:00,2012-12-31 16:08:00,Shoplifting,102,East Cambridge,"100 Cambridgeside Pl, Cambridge, MA",1
2014-00315,2014-01-15 01:22:00,2014-01-15 01:21:00,Noise Complaint,103,East Cambridge,"300 THIRD ST, Cambridge, MA",1
2018-01428,2018-03-07 13:44:00,2018-03-07 13:43:00,Aggravated Assault,501,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",5
2015-02442,2015-04-10 01:20:00,2015-04-10 01:19:00,Mal. Dest. Property,305,Inman/Harrington,"1400 CAMBRIDGE ST, Cambridge, MA",3
2016-01376,2016-03-01 11:41:00,2016-03-01 11:40:00,Larceny from Building,102,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",1
2023-06055,2023-07-07 21:00:00,2023-07-07 21:00:00,Street Robbery,1002,West Cambridge,"1400 MASSACHUSETTS AVE, Cambridge, MA",10
2018-05226,2018-07-30 12:55:00,2018-07-30 12:54:00,Hit and Run,1204,Highlands,"200 Alewife Brook Pky, Cambridge, MA",12
2015-07664,2015-10-11 01:31:00,2015-10-11 01:31:00,Aggravated Assault,411,Area 4,"500 Massachusetts Ave, Cambridge, MA",4
2014-02490,2014-04-15 19:24:00,2014-04-15 19:24:00,Forgery,708,Riverside,"1300 MASSACHUSETTS AVE, Cambridge, MA",7
2018-08316,2018-11-23 16:14:00,2018-11-23 16:13:00,Admin Error,411,Area 4,"0 PROSPECT ST, Cambridge, MA",4
2024-02769,2024-04-05 23:58:00,2024-04-05 23:58:00,Noise Complaint,607,Mid-Cambridge,"0 WARE ST, Cambridge, MA",6
2023-02752,2023-04-04 19:37:00,2023-04-04 19:37:00,Street Robbery,102,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",1
2017-02009,2017-04-01 21:49:00,2017-04-01 21:48:00,Mal. Dest. Property,704,Riverside,"PUTNAM AVE & WESTERN AVE, Cambridge, MA",7
2011-04303,2011-06-12 20:32:00,2011-06-12 20:31:00,Admin Error,105,East Cambridge,"100 THORNDIKE ST, Cambridge, MA",1
2023-09881,2023-10-28 09:20:00,2023-10-28 09:19:00,Admin Error,601,Mid-Cambridge,"100 BISHOP ALLEN DR, Cambridge, MA",6
2014-04657,2014-07-02 15:36:00,2014-07-02 15:36:00,Shoplifting,1301,Strawberry Hill,"700 Mount Auburn St, Cambridge, MA",13
2021-04427,2021-06-24 10:23:00,2021-06-22 16:34:00,Commercial Break,201,MIT,"300 MAIN ST, Cambridge, MA",2
2009-09629,2009-12-30 17:20:00,2009-12-30 17:20:00,Disorderly,411,Area 4,"Massachusetts Ave & NORFOLK ST, Cambridge, MA",4
2016-05033,2016-07-12 18:16:00,2016-07-12 18:15:00,Forgery,702,Riverside,"1000 Massachusetts Ave, Cambridge, MA",7
2011-02178,2011-03-28 16:21:00,2011-03-28 16:21:00,Simple Assault,605,Mid-Cambridge,"1600 Cambridge St, Cambridge, MA",6
2014-05964,2014-08-15 20:56:00,2014-08-15 20:55:00,Shoplifting,1002,West Cambridge,"0 JFK ST, Cambridge, MA",10
2014-06804,2014-09-11 16:37:00,2014-09-11 16:37:00,Taxi Violation,107,East Cambridge,"FIRST ST & THORNDIKE ST, Cambridge, MA",1
2013-04648,2013-06-25 20:05:00,2013-06-25 20:04:00,Rec. Stol. Property,1002,West Cambridge,"1400 MASSACHUSETTS AVE, Cambridge, MA",10
2021-02102,2021-03-31 12:23:00,2021-03-31 12:22:00,Flim Flam,101,East Cambridge,"0 EARHART ST, Cambridge, MA",1
2017-05735,2017-08-15 17:13:00,2017-08-15 17:13:00,Taxi Violation,708,Riverside,"HOLYOKE ST & MASSACHUSETTS AVE, Cambridge, MA",7
2017-01966,2017-03-30 20:49:00,2017-03-30 20:48:00,Shoplifting,1002,West Cambridge,"1400 MASSACHUSETTS AVE, Cambridge, MA",10
2019-04903,2019-07-15 07:58:00,2019-07-15 07:58:00,Hit and Run,1302,Strawberry Hill,"BELMONT ST & Mount Auburn St, Cambridge, MA",13
2011-04349,2011-06-14 02:20:00,2011-06-14 02:20:00,Threats,506,Cambridgeport,"200 AUBURN ST, Cambridge, MA",5
2013-06199,2013-08-13 14:05:00,2013-08-13 14:05:00,Accident,906,Peabody,"0 SHERMAN ST, Cambridge, MA",9
2018-00537,2018-01-26 13:44:00,2018-01-26 13:43:00,Larceny of Services,1002,West Cambridge,"0 ELIOT ST, Cambridge, MA",10
2011-00075,2011-01-03 19:07:00,2011-01-03 19:00:00,Larceny from Building,102,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",1
2012-04356,2012-06-13 03:39:00,2012-06-13 03:38:00,Aggravated Assault,1110,North Cambridge,"200 CONCORD TPKE, Cambridge, MA",11
2013-03499,2013-05-16 22:31:00,2013-05-16 22:31:00,Aggravated Assault,501,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",5
2019-07023,2019-09-25 12:28:00,2019-09-25 12:28:00,Admin Error,1101,North Cambridge,"0 WHITE ST, Cambridge, MA",11
2017-00337,2017-01-16 21:34:00,2017-01-16 21:33:00,Larceny of Bicycle,302,Inman/Harrington,"400 NORFOLK ST, Cambridge, MA",3
2015-06606,2015-09-01 18:04:00,2015-09-01 18:03:00,Aggravated Assault,508,Cambridgeport,"PLEASANT ST & PUTNAM AVE, Cambridge, MA",5
2015-00210,2015-01-10 20:48:00,2015-01-10 20:48:00,Warrant Arrest,1303,Strawberry Hill,"LAWN ST & MAY ST, Cambridge, MA",13
2015-02867,2015-04-26 01:45:00,2015-04-26 01:44:00,Warrant Arrest,613,Mid-Cambridge,"1500 CAMBRIDGE ST, Cambridge, MA",6
2019-05059,2019-07-19 13:27:00,2019-07-19 13:26:00,Accident,701,Riverside,"700 MASSACHUSETTS AVE, Cambridge, MA",7
2015-00935,2015-02-09 18:13:00,2015-02-09 18:12:00,Missing Person,706,Riverside,"400 WESTERN AVE, Cambridge, MA",7
2015-06081,2015-08-14 00:35:00,2015-08-14 00:34:00,Arson,409,Area 4,"100 NORFOLK ST, Cambridge, MA",4
2013-04101,2013-06-07 14:10:00,2013-06-07 14:10:00,Admin Error,102,East Cambridge,"100 Cambridgeside Pl, Cambridge, MA",1
2013-07616,2013-09-28 02:47:00,2013-09-28 02:46:00,Aggravated Assault,1109,North Cambridge,"400 RINDGE AVE, Cambridge, MA",11
2013-04861,2013-07-03 08:28:00,2013-07-03 08:28:00,Admin Error,901,Peabody,"MASSACHUSETTS AVE & Massachusetts Ave, Cambridge, MA",9
2014-02835,2014-04-30 08:44:00,2014-04-30 08:43:00,Suspicious Package,905,Peabody,"1900 MASSACHUSETTS AVE, Cambridge, MA",9
2022-09834,2022-12-11 16:01:00,2022-12-11 16:01:00,Accident,708,Riverside,"DUNSTER ST & Mount Auburn St, Cambridge, MA",7
2022-04791,2022-07-03 19:00:00,2022-07-03 19:00:00,Admin Error,701,Riverside,"800 MASSACHUSETTS AVE, Cambridge, MA",7
2020-01254,2020-02-20 16:31:00,2020-02-20 16:30:00,Hit and Run,901,Peabody,"PEABODY ST & Garden St, Cambridge, MA",9
2020-00375,2020-01-15 18:42:00,2019-12-31 17:27:00,Shoplifting,1101,North Cambridge,"800 SOMERVILLE AVE, Cambridge, MA",11
2021-06877,2021-09-21 17:05:00,2021-09-21 17:05:00,Warrant Arrest,1013,West Cambridge,"300 Fresh Pond Pky, Cambridge, MA",10
2011-01911,2011-03-18 13:07:00,2011-03-18 10:00:00,Larceny of Plate,902,Peabody,"0 CHAUNCY ST, Cambridge, MA",9
2023-06941,2023-08-02 15:35:00,2023-07-28 21:00:00,Aggravated Assault,1017,West Cambridge,"300 Mount Auburn St, Cambridge, MA",10
2012-10111,2012-12-29 13:52:00,2012-12-28 11:00:00,Hit and Run,1106,North Cambridge,,11
2013-07341,2013-09-19 20:50:00,2013-09-19 20:50:00,Warrant Arrest,504,Cambridgeport,"200 FRANKLIN ST, Cambridge, MA",5
2013-00413,2013-01-17 14:33:00,2013-01-17 14:32:00,Simple Assault,107,East Cambridge,"200 Cambridge St, Cambridge, MA",1
2016-03491,2016-05-22 09:18:00,2016-05-22 09:18:00,Warrant Arrest,1002,West Cambridge,"0 BENNETT ST, Cambridge, MA",10
2010-04289,2010-06-14 16:57:00,2010-06-14 16:57:00,Drinking in Public,501,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",5
2014-00071,2014-01-04 15:40:00,2014-01-04 15:39:00,Hit and Run,1005,West Cambridge,"ACACIA ST & ASH ST, Cambridge, MA",10
2015-04018,2015-06-07 11:52:00,2015-06-07 11:51:00,Admin Error,1002,West Cambridge,"1400 MASSACHUSETTS AVE, Cambridge, MA",10
2011-07581,2011-09-28 11:51:00,2011-09-28 11:51:00,Admin Error,109,East Cambridge,"BINNEY ST & FIFTH ST, Cambridge, MA",1
2019-06356,2019-09-01 23:24:00,2019-09-01 23:23:00,Larceny from Residence,610,Mid-Cambridge,"100 AMORY ST, Cambridge, MA",6
